縣市,名稱,地址,評分,評論數,營業時間,經度,緯度
新北市,MOMO寵物旅館 住宿全天不關籠 開放大空間,241台灣新北市三重區永安北路二段107號1F,4.6,87.0,星期一: 10:00 – 21:00；星期二: 10:00 – 21:00；星期三: 10:00 – 21:00；星期四: 10:00 – 21:00；星期五: 10:00 – 21:00；星期六: 10:00 – 21:00；星期日: 10:00 – 21:00,121.4833335,25.0839361
新北市,逗格寵物旅館DogoHotel,10491台灣臺北市中山區雙城街49巷9-6號1樓,5.0,163.0,星期一: 08:15 – 20:00；星期二: 08:15 – 20:00；星期三: 08:15 – 20:00；星期四: 08:15 – 20:00；星期五: 08:15 – 20:00；星期六: 08:15 – 20:00；星期日: 08:15 – 20:00,121.5250757,25.0680154
新北市,維拉薇菈寵物旅館,242台灣新北市新莊區幸福東路115號,4.7,107.0,星期一: 09:00 – 21:00；星期二: 09:00 – 21:00；星期三: 09:00 – 21:00；星期四: 09:00 – 21:00；星期五: 09:00 – 21:00；星期六: 09:00 – 21:00；星期日: 09:00 – 21:00,121.4614524,25.0491417
新北市,毛寵舒室,242台灣新北市新莊區福德一街76號,4.9,74.0,星期一: 09:00 – 21:00；星期二: 09:00 – 21:00；星期三: 09:00 – 21:00；星期四: 09:00 – 21:00；星期五: 09:00 – 21:00；星期六: 09:00 – 21:00；星期日: 09:00 – 21:00,121.4614532,25.0562582
新北市,貓悅居貓旅館(採預約制),241台灣新北市三重區重陽路三段5巷28-2號,5.0,166.0,星期一: 10:00 – 20:00；星期二: 10:00 – 20:00；星期三: 10:00 – 20:00；星期四: 10:00 – 20:00；星期五: 10:00 – 20:00；星期六: 10:00 – 20:00；星期日: 10:00 – 20:00,121.489839,25.0660168
新北市,Tiere堤柇 寵物住宿/寵物SPA,220台灣新北市板橋區文聖街194號1F,4.6,263.0,星期一: 09:00 – 21:00；星期二: 09:00 – 21:00；星期三: 09:00 – 21:00；星期四: 09:00 – 21:00；星期五: 09:00 – 21:00；星期六: 09:00 – 21:00；星期日: 09:00 – 21:00,121.4795771,25.0264197
新北市,捲尾巴寵物旅宿/新北寵物旅館/永和寵物旅館/狗旅館/狗狗安親/狗狗過夜,234009台灣新北市永和區永平路300號,4.7,42.0,星期一: 休息；星期二: 09:30 – 20:00；星期三: 09:30 – 20:00；星期四: 09:30 – 20:00；星期五: 09:30 – 20:00；星期六: 09:30 – 20:00；星期日: 09:30 – 20:00,121.5074615,25.012394
新北市,私房貓旅 The Cat Inn．七星級管家式貓咪旅館,241台灣新北市三重區五華街218號1樓,5.0,197.0,星期一: 11:00 – 20:30；星期二: 11:00 – 20:30；星期三: 11:00 – 20:30；星期四: 11:00 – 20:30；星期五: 11:00 – 20:30；星期六: 11:00 – 20:30；星期日: 11:00 – 20:30,121.4878793,25.0869211
新北市,呼嚕嚕貓旅,241台灣新北市三重區重新路三段26號,5.0,15.0,星期一: 11:30 – 20:30；星期二: 11:30 – 20:30；星期三: 11:30 – 20:30；星期四: 11:30 – 20:30；星期五: 11:30 – 20:30；星期六: 11:30 – 20:30；星期日: 11:30 – 20:30,121.4948184,25.0613244
新北市,兔子在家,241台灣新北市三重區集美街247巷35號7樓,4.9,157.0,星期一: 09:30 – 21:30；星期二: 09:30 – 21:30；星期三: 09:30 – 21:30；星期四: 09:30 – 21:30；星期五: 09:30 – 21:30；星期六: 09:30 – 21:30；星期日: 09:30 – 21:30,121.4929694,25.054526
新北市,貓僕舍複合式貓旅館,10362台灣臺北市大同區重慶北路三段73號,4.9,52.0,星期一: 10:30 – 19:00；星期二: 10:30 – 19:00；星期三: 10:30 – 19:00；星期四: 10:30 – 19:00；星期五: 10:30 – 19:00；星期六: 11:00 – 19:00；星期日: 11:00 – 19:00,121.5138623,25.0664411
新北市,【米兔旅店】兔子住宿-寵物旅館,103台灣臺北市大同區酒泉街105號,5.0,228.0,星期一: 08:00 – 20:00；星期二: 08:00 – 20:00；星期三: 08:00 – 20:00；星期四: 08:00 – 20:00；星期五: 08:00 – 20:00；星期六: 08:00 – 20:00；星期日: 08:00 – 20:00,121.5152486,25.0721397
新北市,寵樂寵物旅館,247台灣新北市蘆洲區永樂街75號,4.9,45.0,星期一: 12:00 – 21:00；星期二: 12:00 – 21:00；星期三: 12:00 – 21:00；星期四: 12:00 – 21:00；星期五: 12:00 – 21:00；星期六: 12:00 – 21:00；星期日: 12:00 – 21:00,121.456224,25.0886513
新北市,卡哇伊寵物旅館,241台灣新北市三重區力行路一段153巷2號,4.3,99.0,星期一: 11:00 – 19:00；星期二: 休息；星期三: 11:00 – 19:00；星期四: 11:00 – 19:00；星期五: 11:00 – 19:00；星期六: 11:00 – 19:00；星期日: 11:00 – 19:00,121.4853576,25.06883
新北市,啪啾寵物旅館Pet-Chi Doggy Hotel,234台灣新北市永和區永貞路53號1,4.8,24.0,星期一: 休息；星期二: 11:00 – 21:00；星期三: 11:00 – 21:00；星期四: 11:00 – 21:00；星期五: 11:00 – 21:00；星期六: 11:00 – 21:00；星期日: 11:00 – 21:00,121.519256,25.00445
新北市,麻糬阿木接待所,247台灣新北市蘆洲區中山一路120巷19號,5.0,177.0,星期一: 10:00 – 21:00；星期二: 10:00 – 21:00；星期三: 10:00 – 21:00；星期四: 10:00 – 21:00；星期五: 10:00 – 21:00；星期六: 10:00 – 21:00；星期日: 10:00 – 21:00,121.4778488,25.0819936
新北市,Amazing Dog 好狗狗｜寵物訓練｜寵物旅館,235024台灣新北市中和區中原街106號,5.0,71.0,星期一: 09:00 – 20:00；星期二: 09:00 – 20:00；星期三: 09:00 – 20:00；星期四: 09:00 – 20:00；星期五: 09:00 – 20:00；星期六: 09:00 – 20:00；星期日: 09:00 – 20:00,121.4869605,25.0102729
新北市,好好寵物旅館,24251台灣新北市新莊區中央路108號,4.9,164.0,星期一: 08:00 – 21:00；星期二: 08:00 – 21:00；星期三: 08:00 – 21:00；星期四: 08:00 – 21:00；星期五: 08:00 – 21:00；星期六: 08:00 – 21:00；星期日: 08:00 – 21:00,121.4568751,25.0591243
新北市,狗勾寓所 |板橋寵物旅館| 寵物安親| 寵物美容| dogsretreat |,220台灣新北市板橋區合宜路131號,5.0,89.0,星期一: 09:00 – 21:00；星期二: 09:00 – 21:00；星期三: 09:00 – 21:00；星期四: 09:00 – 21:00；星期五: 09:00 – 21:00；星期六: 09:00 – 21:00；星期日: 09:00 – 21:00,121.4472585,24.9980235
新北市,星空貓旅,220台灣新北市板橋區長江路一段136巷10號,5.0,52.0,星期一: 09:30 – 22:00；星期二: 09:30 – 22:00；星期三: 09:30 – 22:00；星期四: 09:30 – 22:00；星期五: 09:30 – 22:30；星期六: 09:30 – 22:00；星期日: 09:30 – 22:00,121.4606799,25.0295607
新北市,MaAh喵品行旅 貓咪旅館｜住宿安親,220台灣新北市板橋區合宜路217號,5.0,63.0,星期一: 11:30 – 19:30；星期二: 11:30 – 19:30；星期三: 11:30 – 19:30；星期四: 11:30 – 19:30；星期五: 11:30 – 19:30；星期六: 11:30 – 19:30；星期日: 11:30 – 19:30,121.4467727,24.998138
新北市,宅貓寓所貓旅館,235台灣新北市中和區中山路三段20號1樓,5.0,147.0,星期一: 11:00 – 20:00；星期二: 11:00 – 20:00；星期三: 11:00 – 20:00；星期四: 11:00 – 20:00；星期五: 11:00 – 20:00；星期六: 11:00 – 20:00；星期日: 11:00 – 20:00,121.4795019,25.0062529
新北市,熊讚寵物精緻旅館,220台灣新北市板橋區館前西路120號2樓,4.8,61.0,星期一: 11:00 – 21:00；星期二: 11:00 – 21:00；星期三: 11:00 – 21:00；星期四: 11:00 – 21:00；星期五: 11:00 – 21:00；星期六: 11:00 – 21:00；星期日: 11:00 – 21:00,121.4568787,25.0075903
新北市,寵物有珈spa旅館,247台灣新北市蘆洲區集賢路224巷39-1號1樓,4.9,255.0,星期一: 10:00 – 18:30；星期二: 10:00 – 18:30；星期三: 休息；星期四: 休息；星期五: 10:00 – 18:30；星期六: 10:00 – 18:30；星期日: 10:00 – 18:30,121.4802516,25.0882479
新北市,喵屋日和 Meow house-板橋寵物住宿|寵物寄宿|貓咪寄宿|貓旅館推薦|貓咪住宿|寵物旅館|貓咪旅館|純貓旅館,"No. 13, 合宜路板橋區新北市台灣 220",5.0,2.0,星期一: 09:00 – 21:00；星期二: 09:00 – 21:00；星期三: 09:00 – 21:00；星期四: 09:00 – 21:00；星期五: 09:00 – 21:00；星期六: 09:00 – 21:00；星期日: 09:00 – 21:00,121.4458296,24.9957717
新北市,享日子寵物旅館/狗狗安親住宿/鮮食/沐浴spa,242台灣新北市新莊區昌盛街65巷2弄2號,4.6,190.0,星期一: 09:00 – 20:00；星期二: 09:00 – 20:00；星期三: 09:00 – 20:00；星期四: 09:00 – 20:00；星期五: 09:00 – 20:00；星期六: 09:00 – 20:00；星期日: 09:00 – 20:00,121.4550127,25.0503061
新北市,洛芙寵物旅館 Loft Dog Hotel,241台灣新北市三重區吉祥街6號,4.5,89.0,星期一: 09:00 – 21:00；星期二: 09:00 – 21:00；星期三: 09:00 – 21:00；星期四: 09:00 – 21:00；星期五: 09:00 – 21:00；星期六: 09:00 – 21:00；星期日: 09:00 – 21:00,121.4891836,25.0890122
新北市,安心貓狗照護/特寵到府照護/高齡犬貓照護/寵物旅館預約/陪同就醫/加line諮詢,24156台灣新北市三重區永福街72巷11號,5.0,2.0,星期一: 24 小時營業；星期二: 24 小時營業；星期三: 24 小時營業；星期四: 24 小時營業；星期五: 24 小時營業；星期六: 24 小時營業；星期日: 24 小時營業,121.4794251,25.0767056
新北市,Go house寵物旅館,220台灣新北市板橋區仁化街42巷5弄1號,5.0,11.0,星期一: 10:00 – 20:00；星期二: 10:00 – 20:00；星期三: 10:00 – 20:00；星期四: 10:00 – 20:00；星期五: 10:00 – 20:00；星期六: 11:00 – 20:00；星期日: 11:00 – 20:00,121.4755103,25.0315558
新北市,艾許莉摸摸-Ashley's petting zoo｜毛孩。到府照顧。陪伴散步｜,235台灣新北市中和區景平路155號,5.0,36.0,星期一: 09:00 – 21:00；星期二: 09:00 – 21:00；星期三: 09:00 – 21:00；星期四: 09:00 – 21:00；星期五: 09:00 – 21:00；星期六: 09:00 – 21:00；星期日: 09:00 – 21:00,121.5134923,24.9921157
新北市,三毛寵物旅館/三毛寵物美容/貓咪住宿/狗狗美容/狗狗洗澡,234台灣新北市永和区中和路421巷3弄1號1樓,4.7,375.0,星期一: 09:00 – 21:00；星期二: 09:00 – 21:00；星期三: 09:00 – 21:00；星期四: 09:00 – 21:00；星期五: 09:00 – 21:00；星期六: 09:00 – 21:00；星期日: 09:00 – 21:00,121.5089571,25.0008294
新北市,Dora朵菈寵物旅館,24250台灣新北市新莊區思源路166巷41號,4.9,26.0,星期一: 11:00 – 21:00；星期二: 11:00 – 21:00；星期三: 休息；星期四: 11:00 – 21:00；星期五: 11:00 – 21:00；星期六: 休息；星期日: 11:00 – 21:00,121.4613614,25.0479996
新北市,胖狗屋寵物旅館,234台灣新北市永和區永貞路85號,4.8,74.0,星期一: 11:00 – 21:00；星期二: 11:00 – 21:00；星期三: 11:00 – 21:00；星期四: 11:00 – 21:00；星期五: 11:00 – 21:00；星期六: 11:00 – 21:00；星期日: 11:00 – 21:00,121.51844,25.0043108
新北市,家裏窩寵物旅館 Caliwoof Pet Hotel & Spa (預約制),251台灣新北市淡水區新民街31號,5.0,104.0,星期一: 09:00 – 21:00；星期二: 09:00 – 21:00；星期三: 09:00 – 21:00；星期四: 09:00 – 21:00；星期五: 09:00 – 21:00；星期六: 09:00 – 21:00；星期日: 09:00 – 21:00,121.4390607,25.1755836
新北市,阿吉的家貓咪旅館（預約制）,242台灣新北市新莊區新興街26號1樓,4.9,168.0,星期一: 12:00 – 19:00；星期二: 12:00 – 19:00；星期三: 12:00 – 19:00；星期四: 12:00 – 19:00；星期五: 12:00 – 19:00；星期六: 12:00 – 19:00；星期日: 12:00 – 19:00,121.4507849,25.0368227
新北市,Star Cats Hotel 星寵貓旅 ｜貓咪住宿｜洗澡美容｜貓咪美容｜碳酸SPA,236台灣新北市土城區青雲路185之1號,4.9,223.0,星期一: 11:30 – 21:00；星期二: 11:30 – 21:00；星期三: 11:30 – 21:00；星期四: 11:30 – 21:00；星期五: 11:30 – 21:00；星期六: 11:30 – 21:00；星期日: 11:30 – 21:00,121.4594601,24.9826061
新北市,Very旺寵物旅館 VW pet hotel,105台灣臺北市松山區八德路二段429號2樓,4.4,314.0,星期一: 08:30 – 20:00；星期二: 08:30 – 20:00；星期三: 08:30 – 20:00；星期四: 08:30 – 20:00；星期五: 08:30 – 20:00；星期六: 08:30 – 20:00；星期日: 08:30 – 20:00,121.5466462,25.0483138
新北市,Paws Fun 住好玩,"No. 14-1號, 環河路新店區新北市台灣 231",4.7,238.0,星期一: 11:00 – 19:00；星期二: 11:00 – 19:00；星期三: 11:00 – 19:00；星期四: 11:00 – 19:00；星期五: 11:00 – 19:00；星期六: 11:00 – 19:00；星期日: 11:00 – 19:00,121.537912,24.961838
新北市,GuGu House 寵物旅館,10462台灣臺北市中山區敬業一路160號,4.7,72.0,星期一: 10:00 – 20:00；星期二: 10:00 – 20:00；星期三: 10:00 – 20:00；星期四: 10:00 – 20:00；星期五: 10:00 – 20:00；星期六: 10:00 – 20:00；星期日: 10:00 – 20:00,121.5531642,25.0839287
新北市,毛寓所寵物美容旅店,220100台灣新北市板橋區溪北路30號,4.9,197.0,星期一: 10:00 – 19:30；星期二: 10:00 – 19:30；星期三: 休息；星期四: 休息；星期五: 10:00 – 19:30；星期六: 10:00 – 19:30；星期日: 10:00 – 19:30,121.4269557,24.9902512
新北市,LIKE 寵物沒有住宿,247台灣新北市蘆洲區三民路593號1樓,4.7,78.0,星期一: 10:00 – 21:00；星期二: 10:00 – 21:00；星期三: 10:00 – 21:00；星期四: 10:00 – 21:00；星期五: 10:00 – 21:00；星期六: 10:00 – 21:00；星期日: 10:00 – 21:00,121.461048,25.0934755
新北市,大大寵物旅館,221台灣新北市汐止區汐萬路一段19號,4.8,88.0,星期一: 09:00 – 20:00；星期二: 休息；星期三: 09:00 – 20:00；星期四: 09:00 – 20:00；星期五: 09:00 – 20:00；星期六: 09:00 – 20:00；星期日: 09:00 – 20:00,121.6558796,25.0675824
新北市,聊聊貓旅館,242台灣新北市新莊區中和街155巷30號1樓,4.9,51.0,星期一: 11:00 – 18:00；星期二: 11:00 – 18:00；星期三: 11:00 – 18:00；星期四: 11:00 – 18:00；星期五: 11:00 – 18:00；星期六: 11:00 – 18:00；星期日: 11:00 – 18:00,121.446408,25.049797
新北市,DOMO PET HOUSE,220台灣新北市板橋區永豐街51號,4.9,211.0,星期一: 休息；星期二: 10:00 – 19:00；星期三: 10:00 – 19:00；星期四: 10:00 – 19:00；星期五: 10:00 – 19:00；星期六: 10:00 – 19:00；星期日: 10:00 – 18:00,121.4740486,25.0178403
新北市,巴蒂寵物旅店 BUDDY pet hotel & salon,220台灣新北市板橋區文化路一段136巷10號,4.6,92.0,星期一: 休息；星期二: 10:00 – 20:00；星期三: 10:00 – 20:00；星期四: 10:00 – 20:00；星期五: 10:00 – 20:00；星期六: 10:00 – 20:00；星期日: 10:00 – 20:00,121.465805,25.018542
新北市,Mini Boarding House 寵物旅館-[為維持服務品質，本館採全面預約制，不接受當日預約，參觀亦需提前預約],252台灣新北市三芝區號,4.9,339.0,"星期一: 09:30 – 12:00, 14:00 – 21:30；星期二: 09:30 – 12:00, 14:00 – 21:30；星期三: 09:30 – 12:00, 14:00 – 21:30；星期四: 09:30 – 12:00, 14:00 – 21:30；星期五: 09:30 – 12:00, 14:00 – 21:30；星期六: 09:30 – 12:00, 14:00 – 21:30；星期日: 09:30 – 12:00, 14:00 – 21:30",121.4604782,25.2471724
新北市,好窩沙龍,234台灣新北市永和區中正路512號,4.6,104.0,星期一: 09:00 – 21:00；星期二: 09:00 – 21:00；星期三: 09:00 – 21:00；星期四: 09:00 – 21:00；星期五: 09:00 – 21:00；星期六: 09:00 – 21:00；星期日: 09:00 – 21:00,121.5173621,25.0049066
新北市,蘆洲福貓-貓咪旅館,247台灣新北市蘆洲區永安南路二段98號,5.0,91.0,星期一: 09:00 – 21:00；星期二: 09:00 – 21:00；星期三: 09:00 – 21:00；星期四: 09:00 – 21:00；星期五: 09:00 – 21:00；星期六: 09:00 – 21:00；星期日: 09:00 – 21:00,121.4633188,25.0781734
新北市,貓肥家貓咪旅館 / 板橋新埔,220台灣新北市板橋區文化路二段45號,4.9,273.0,星期一: 13:00 – 20:30；星期二: 13:00 – 20:30；星期三: 13:00 – 20:30；星期四: 13:00 – 20:30；星期五: 13:00 – 20:30；星期六: 13:00 – 20:30；星期日: 13:00 – 20:30,121.4689623,25.0251452
新北市,醬心寵物旅行館,247台灣新北市蘆洲區永平街32巷45弄14號1樓,4.7,29.0,星期一: 11:00 – 22:00；星期二: 11:00 – 22:00；星期三: 11:00 – 22:00；星期四: 11:00 – 22:00；星期五: 11:00 – 22:00；星期六: 11:00 – 22:00；星期日: 11:00 – 22:00,121.459248,25.0927278
新北市,貓の行館 貓旅館（預約制）,241台灣新北市三重區忠孝路二段79號,4.9,138.0,未提供,121.4844424,25.0703648
新北市,Neko house 享窩窩貓旅工作室,"1f No. 10號, 長江路一段136巷板橋區新北市台灣 220",5.0,362.0,星期一: 08:30 – 22:30；星期二: 08:30 – 22:30；星期三: 08:30 – 22:30；星期四: 08:30 – 22:30；星期五: 08:30 – 22:30；星期六: 08:30 – 22:30；星期日: 08:30 – 22:30,121.4606801,25.0295608
新北市,貓羅紀．純貓旅館（三重貓旅館）,241041台灣新北市三重區重陽路二段61號1樓,5.0,16.0,星期一: 11:30 – 20:30；星期二: 11:30 – 20:30；星期三: 11:30 – 20:30；星期四: 11:30 – 20:30；星期五: 11:30 – 20:30；星期六: 11:30 – 20:30；星期日: 11:30 – 20:30,121.4874778,25.0635219
新北市,miya-甜蜜貓旅店,234台灣新北市永和區永和路二段228號3F,5.0,142.0,星期一: 12:00 – 21:00；星期二: 12:00 – 21:00；星期三: 12:00 – 21:00；星期四: 12:00 – 21:00；星期五: 12:00 – 21:00；星期六: 12:00 – 21:00；星期日: 12:00 – 21:00,121.5157732,25.0142983
桃園市,嗨寵物們航站旅館,338台灣桃園市蘆竹區南山路一段125號之1,5.0,39.0,星期一: 24 小時營業；星期二: 24 小時營業；星期三: 24 小時營業；星期四: 24 小時營業；星期五: 24 小時營業；星期六: 24 小時營業；星期日: 24 小時營業,121.290121,25.0556932
桃園市,快樂尾巴寵物旅館,330台灣桃園市桃園區中正路348號1樓,4.7,90.0,星期一: 09:00 – 21:00；星期二: 09:00 – 21:00；星期三: 09:00 – 21:00；星期四: 09:00 – 21:00；星期五: 09:00 – 21:00；星期六: 09:00 – 21:00；星期日: 09:00 – 21:00,121.3087764,24.9984232
桃園市,溫叨｜桃園寵物美容 桃園寵物旅館 桃園寵物安親 桃園洗貓 桃園洗狗 桃園寵物住宿,330台灣桃園市桃園區大連四街16號,5.0,24.0,星期一: 10:00 – 21:00；星期二: 10:00 – 21:00；星期三: 10:00 – 21:00；星期四: 10:00 – 21:00；星期五: 10:00 – 21:00；星期六: 10:00 – 21:00；星期日: 10:00 – 21:00,121.3051504,25.0085829
桃園市,悠遊寵物旅館,328台灣桃園市觀音區福坪路195巷100號,4.7,400.0,"星期一: 10:00 – 12:00, 13:00 – 15:00, 17:00 – 20:00, 21:00 – 21:30；星期二: 10:00 – 12:00, 13:00 – 15:00, 17:00 – 20:00, 21:00 – 21:30；星期三: 10:00 – 12:00, 13:00 – 15:00, 17:00 – 20:00, 21:00 – 21:30；星期四: 10:00 – 12:00, 13:00 – 15:00, 17:00 – 20:00, 21:00 – 21:30；星期五: 10:00 – 12:00, 13:00 – 15:00, 17:00 – 20:00, 21:00 – 21:30；星期六: 10:00 – 12:00, 13:00 – 15:00, 17:00 – 20:00, 21:00 – 21:30；星期日: 10:00 – 12:00, 13:00 – 15:00, 17:00 – 20:00, 21:00 – 21:30",121.158963,25.0073946
桃園市,柴町寵物旅舍(全預約制),330台灣桃園市桃園區文中路10號,4.9,106.0,星期一: 09:30 – 20:00；星期二: 09:30 – 20:00；星期三: 休息；星期四: 09:30 – 20:00；星期五: 09:30 – 20:00；星期六: 09:30 – 20:00；星期日: 09:30 – 20:00,121.2944541,24.9961634
桃園市,花ni萌寵物旅館-八德貓咪住宿|貓咪包月寄宿|寵物住宿|狗狗保姆|小型犬安親住宿|狗狗美容,334台灣桃園市八德區永福西街32巷3號,4.9,76.0,星期一: 10:30 – 19:30；星期二: 10:30 – 19:30；星期三: 10:30 – 19:30；星期四: 10:30 – 19:30；星期五: 10:30 – 19:30；星期六: 10:30 – 19:30；星期日: 10:30 – 19:30,121.2983676,24.963037
桃園市,萊恩寵物沙龍精品旅館-桃園寵物美容|寵物鮮食|寵物洗澡|寵物安親|貓狗住宿|寵物住宿|寵物旅館|在地推薦寵物店,330台灣桃園市桃園區民族路199-2號,4.8,193.0,星期一: 10:00 – 19:00；星期二: 10:00 – 19:00；星期三: 10:00 – 19:00；星期四: 10:00 – 19:00；星期五: 10:00 – 19:00；星期六: 10:00 – 19:00；星期日: 10:00 – 19:00,121.3075656,24.9944892
桃園市,彩萌寵物會館(美容、安親、住宿)-蘆竹寵物美容|南崁寵物住宿|寵物洗澡|寵物旅館|寵物安親|貓貓洗澡|寵物沙龍|寵物寄宿,338台灣桃園市蘆竹區南竹路二段53號,4.9,141.0,星期一: 09:00 – 20:00；星期二: 休息；星期三: 09:00 – 20:00；星期四: 09:00 – 20:00；星期五: 09:00 – 20:00；星期六: 09:00 – 20:00；星期日: 09:00 – 20:00,121.2859179,25.0420865
桃園市,布居寵物生活別館,330台灣桃園市桃園區同安街576號1F,4.8,487.0,星期一: 11:00 – 21:00；星期二: 11:00 – 21:00；星期三: 11:00 – 21:00；星期四: 11:00 – 21:00；星期五: 11:00 – 21:00；星期六: 11:00 – 21:00；星期日: 11:00 – 21:00,121.2988863,25.0225278
桃園市,家ᴥ毛孩ᴥ療癒旅館｜全預約制｜,330台灣桃園市桃園區保定三街89巷1號,5.0,47.0,星期一: 09:00 – 20:00；星期二: 09:00 – 20:00；星期三: 09:00 – 20:00；星期四: 09:00 – 20:00；星期五: 09:00 – 20:00；星期六: 09:00 – 20:00；星期日: 09:00 – 20:00,121.2982559,24.9979936
桃園市,DoDo寵物沙龍旅館(全預約制，任何服務皆需提前預約),328台灣桃園市觀音區德一街92號,5.0,75.0,星期一: 11:00 – 19:00；星期二: 11:00 – 19:00；星期三: 11:00 – 19:00；星期四: 休息；星期五: 11:00 – 19:00；星期六: 11:00 – 19:00；星期日: 11:00 – 19:00,121.1377406,25.046204
桃園市,吉兒溫馨貓館-桃園寵物住宿 桃園貓旅館 桃園貓住宿 桃園貓旅館推薦 中壢貓旅館 中壢貓住宿,330台灣桃園市桃園區民有六街12號,4.9,215.0,星期一: 11:00 – 20:00；星期二: 11:00 – 20:00；星期三: 11:00 – 20:00；星期四: 11:00 – 20:00；星期五: 11:00 – 20:00；星期六: 11:00 – 20:00；星期日: 休息,121.3203636,25.0066196
桃園市,汪家寵物旅館,330台灣桃園市桃園區民族路148號,5.0,9.0,星期一: 10:00 – 19:00；星期二: 10:00 – 19:00；星期三: 10:00 – 19:00；星期四: 10:00 – 19:00；星期五: 10:00 – 19:00；星期六: 10:00 – 19:00；星期日: 10:00 – 19:00,121.3086296,24.9936741
